OBJECTID,All_Bridges_2008April_BDEPT,All_Bridges_2008April_BIN,All_Bridges_2008April_Health_Index,All_Bridges_2008April_Item_6A,All_Bridges_2008April_Item_7,All_Bridges_2008April_Item___8_Bridge_Cat,All_Bridges_2008April_Item___8_Owner,All_Bridges_2008April_Item__16A,All_Bridges_2008April_Item__16B,All_Bridges_2008April_Item__16C,All_Bridges_2008April_Item__17A,All_Bridges_2008April_Item__17B,All_Bridges_2008April_Item__17C,All_Bridges_2008April_Item__26,All_Bridges_2008April_Item__28A,All_Bridges_2008April_Item__29,All_Bridges_2008April_Item__49,All_Bridges_2008April_Item__52,All_Bridges_2008April_Item__58,All_Bridges_2008April_Item_104,All_Bridges_2008April_Posting_2_Axle,All_Bridges_2008April_Posting_3_Axle,All_Bridges_2008April_Posting_5_Axle,All_Bridges_2008April_Struct_Def,All_Bridges_2008April_Town_Name,All_Bridges_2008April_RPA
630,W29039,4Q0,-1,I  90,I  90 MAINT RAMP,NBI,MTA,42,20,6,71,18,54,11,2,592,61,9.1,5,TRUE,0,0,0,FALSE,Weston,MAPC
631,W29040,4Q1,-1,I  90,HWY   WINTER ST,NBI,MTA,42,20,5.153999805,71,18,52.8804,17,2,3000,68.6,10.8,7,TRUE,0,0,0,FALSE,Weston,MAPC
632,W29041,4Q2,-1,WATER AQDCT AT WLLSLY ST,I  90,NBI,MTA,42,20,7.061999798,71,18,32.3064,11,6,99459,11.6,19.2,N,TRUE,0,0,0,FALSE,Weston,MAPC
633,W29042,4Q3,0.740740741,HWY   WELLESLEY ST,I  90 EB,NBI,MTA,42,20,7.141200066,71,18,26.5896,11,3,99459,19.8,18.4,7,TRUE,0,0,0,FALSE,Weston,MAPC
634,W29042,4Q4,0.777777778,HWY   WELLESLEY ST,I  90 WB,NBI,MTA,42,20,7.832399845,71,18,26.7408,11,3,99459,19.8,18.4,7,TRUE,0,0,0,FALSE,Weston,MAPC
635,W29043,4Q5,-1,I  90,HWY   OAK ST,NBI,MTA,42,20,14.05319977,71,17,24.9072,17,2,3000,62.2,12.6,6,TRUE,0,0,0,FALSE,Weston,MAPC
636,W29044,4Q6,-1,WATER AQDCT AT SHAYLR LN,I  90,NBI,MTA,42,20,17.82959938,71,17,0.9132,11,6,99459,12.8,32.3,N,TRUE,0,0,0,FALSE,Weston,MAPC
637,W29045,4Q7,-1,HWY   RIDGEWAY RD,I  90 EB,NBI,MTA,42,20,19.39559937,71,16,39.648,11,3,99459,14.6,18.6,7,TRUE,0,0,0,FALSE,Weston,MAPC
638,W29045,4Q8,-1,HWY   RIDGEWAY RD,I  90 WB,NBI,MTA,42,20,20.10479927,71,16,39.1296,11,3,99459,14.6,18.6,7,TRUE,0,0,0,FALSE,Weston,MAPC
639,W29053,4Q9,0.740740741,I  90,I  90 RAMP J,NBI,MTA,42,20,18,71,16,24,11,2,25682,73.5,11,7,TRUE,0,0,0,FALSE,Weston,MAPC
640,W29046,4QA,-1,WATER MDC AQUEDUCT,I  90 RAMPS J & L,NBI,MTA,42,20,24,71,16,24,11,4,52911,15.8,34.7,N,TRUE,0,0,0,TRUE,Weston,MAPC
641,W29047,4QB,-1,I  90 RAMPS J & L,HWY   PARK RD,NBI,MTA,42,20,25.24200058,71,16,14.6784,17,2,3000,80.2,15.4,6,TRUE,0,0,0,FALSE,Weston,MAPC
642,W29054,4QC,0.740740741,I  90,HWY   PARK RD,NBI,MTA,42,20,19.96439934,71,16,7.806,17,2,3000,78,15.4,7,TRUE,0,0,0,FALSE,Weston,MAPC
643,W29055,4QD,-1,I  90 & RAMP K,I  90 RAMP G,NBI,MTA,42,20,18,71,16,0,11,2,112499,69.8,9.1,5,TRUE,0,0,0,FALSE,Weston,MAPC
644,W29057,4QE,-1,WATER MDC AQUEDUCT,I  90 RAMP G,NBI,MTA,42,20,24,71,16,0,11,2,25593,37.2,8.5,5,TRUE,0,0,0,TRUE,Weston,MAPC
645,W29056,4QF,0.777777778,WATER MDC AQUEDUCT,I  90 RAMP H2,NBI,MTA,42,20,24,71,16,0,11,2,26342,14.3,7.3,7,TRUE,0,0,0,FALSE,Weston,MAPC
646,W29058,4QG,-1,I  90 RAMPS A & B,I  90 RAMP G,NBI,MTA,42,20,18,71,16,0,11,2,112499,61.6,8.5,5,TRUE,0,0,0,FALSE,Weston,MAPC
647,W29061,4QH,-1,WATER MDC AQUEDUCT,I  95 NB RAMP,NBI,MTA,42,20,18,71,16,0,17,2,26904,8.5,11.6,N,TRUE,0,0,0,FALSE,Weston,MAPC
648,N12064,4QJ,-1,COMB  I 95 & CHARLES RIV,I  90 RAMPS,NBI,MTA,42,20,29.66640091,71,15,44.6148,11,4,111,180.4,10.4,5,TRUE,0,0,0,FALSE,Newton,MAPC
649,N12066,4QK,-1,COMB  I 95 & CHARLES RIV,I  90,NBI,MTA,42,20,27.24720001,71,15,40.536,11,6,99459,316.1,14,5,TRUE,0,0,0,FALSE,Newton,MAPC
650,N12065,4QL,-1,WATER CHARLES RIVER,I  90 RAMPS A & B,NBI,MTA,42,20,27.29400063,71,15,36.162,11,4,111,93.6,21.9,4,TRUE,0,0,0,FALSE,Newton,MAPC
651,N12073,4QM,0.777777778,HWY   CHARLES ST,I  90,NBI,MTA,42,20,32.56439972,71,15,27.2124,11,6,92541,12.5,28,7,TRUE,0,0,0,FALSE,Newton,MAPC
652,N12067,4QN,-1,RR    CSX/MBTA,I  90,NBI,MTA,42,20,34.82519913,71,15,19.332,11,6,92541,35.4,27.7,5,TRUE,0,0,0,TRUE,Newton,MAPC
653,N12031,4QP,0.777777778,COMB  I 90 & CSX/MBTA,HWY   WOODLAND RD,NBI,MTA,42,20,41.07479858,71,15,8.4312,19,2,700,77.1,12.9,8,TRUE,0,0,0,FALSE,Newton,MAPC
654,N12030,4QQ,0.740740741,COMB  I 90 & CSX/MBTA,HWY   AUBURN ST,NBI,MTA,42,20,45.21839905,71,14,49.2504,16,2,3000,56.1,19,7,TRUE,0,0,0,FALSE,Newton,MAPC
655,N12029,4QR,0.740740741,COMB  I 90 & CSX/MBTA,ST 30 COMM AVE,NBI,MTA,42,20,47.02199936,71,14,33.162,14,2,13600,57,16.2,7,TRUE,0,0,0,FALSE,Newton,MAPC
656,N12029,4QT,-1,COMB  I 90 & CSX/MBTA,ST 30 WB SERVCE RD,NBI,MTA,42,20,47.06159973,71,14,32.6364,19,2,700,57,15.3,5,TRUE,0,0,0,FALSE,Newton,MAPC
657,N12068,4QU,-1,RR    CSX/MBTA,I  90 WB RAMP OFF,NBI,MTA,42,20,50.58959961,71,14,9.1572,12,2,111,17.1,12.8,6,TRUE,0,0,0,FALSE,Newton,MAPC
658,N12074,4QV,-1,HWY   ACCESS RD,I  90 WB RAMP OFF,NBI,MTA,42,20,53.13119888,71,14,7.5372,12,2,111,21.3,16,6,TRUE,0,0,0,FALSE,Newton,MAPC
659,N12027,4QW,-1,COMB  I 90 & CSX/MBTA,ST 16 WB/WSHGTN ST,NBI,MTA,42,20,50.09640121,71,13,56.8848,12,2,13600,54.9,11.9,5,TRUE,0,0,0,FALSE,Newton,MAPC
660,N12015,4QX,-1,COMB  I 90 & CSX/MBTA,ST 16 EB/PUTNAM ST,NBI,MTA,42,20,51.16199875,71,13,45.4584,19,4,13600,64,20.2,7,TRUE,0,0,0,FALSE,Newton,MAPC
661,N12026,4QY,0.740740741,COMB  I 90 & CSX/MBTA,HWY   HIGHLAND ST,NBI,MTA,42,20,51.99000168,71,13,37.9128,19,2,700,52.1,13.5,7,TRUE,0,0,0,FALSE,Newton,MAPC
662,N12025,4R0,0.740740741,COMB  I 90 & CSX/MBTA,HWY   CHESTNUT ST,NBI,MTA,42,20,52.46519852,71,13,31.6992,16,2,7700,47.5,15.9,7,TRUE,0,0,0,FALSE,Newton,MAPC
663,N12022,4R1,-1,COMB  I 90 & CSX/MBTA,HWY   LOWELL AVE,NBI,MTA,42,21,1.454399943,71,12,41.1084,17,2,3000,61,15.9,6,TRUE,0,0,0,FALSE,Newton,MAPC
664,N12021,4R2,-1,COMB  I 90 & CSX/MBTA,HWY   WALNUT ST,NBI,MTA,42,21,3.625200033,71,12,27.684,16,4,13600,44.8,15.2,6,TRUE,0,0,0,FALSE,Newton,MAPC
665,N12020,4R3,-1,COMB  I 90 & CSX/MBTA,HWY   HARVARD ST,NBI,MTA,42,21,7.811999798,71,12,8.9316,19,2,700,54.6,12.9,4,TRUE,0,0,0,FALSE,Newton,MAPC
666,N12019,4R4,0.740740741,COMB  I 90 & CSX/MBTA,HWY   LEWIS TER,NBI,MTA,42,21,12.99600029,71,11,50.514,17,2,3000,58.8,12.9,7,TRUE,0,0,0,FALSE,Newton,MAPC
667,N12017,4R5,-1,COMB  I 90 & CSX/MBTA,HWY   CHURCH ST,NBI,MTA,42,21,19.51919937,71,11,26.3256,16,4,7700,55.5,22.6,4,TRUE,0,0,0,TRUE,Newton,MAPC
668,N12016,4R6,0.740740741,COMB  I 90 & CSX/MBTA,HWY   CENTRE AVE,NBI,MTA,42,21,21.15719986,71,11,18.7764,14,4,13600,51.2,24.4,7,TRUE,0,0,0,FALSE,Newton,MAPC
669,N12069,4R7,-1,RR    CSX/MBTA,I  90 WB RAMP ON,NBI,MTA,42,21,24.46199989,71,11,7.4184,12,2,111,21.9,9.4,7,TRUE,0,0,0,FALSE,Newton,MAPC
670,N12014,4R8,-1,COMB  I 90 & CSX/MBTA,HWY   WASHNGTON ST,NBI,MTA,42,21,23.78879929,71,11,3.1308,12,3,13600,67.1,25.1,7,TRUE,0,0,0,FALSE,Newton,MAPC
671,N12070,4R9,0.740740741,RR    CSX/MBTA,I  90 WB RAMP OFF,NBI,MTA,42,21,26.11079979,71,10,58.7028,12,2,111,31.1,11.3,8,TRUE,0,0,0,FALSE,Newton,MAPC
672,N12013,4RA,-1,COMB  I 90 & CSX/MBTA,HWY   ST JAMES ST,NBI,MTA,42,21,25.75079918,71,10,53.5872,17,2,700,84.4,12.9,5,TRUE,0,0,0,FALSE,Newton,MAPC
673,N12071,4RB,-1,RR    CSX/MBTA,I  90,NBI,MTA,42,21,27.57959938,71,10,28.218,11,4,105465,58.8,16.5,5,TRUE,0,0,0,TRUE,Newton,MAPC
674,B27018,4RC,-1,COMB  I 90 & CSX/MBTA,HWY   CARLTON ST,NBI,MTA,42,20,58.59600067,71,6,35.1396,14,4,700,61.6,19.9,6,TRUE,0,0,0,FALSE,Brookline,MAPC
675,B16058,4RD,-1,COMB  I90&CSX/MBTA&LNCLN,HWY   EVERETT ST,NBI,MTA,42,21,26.13240051,71,8,18.978,17,2,3300,131.7,13.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
676,B16056,4RE,-1,COMB  I 90 & MBTA/CSX,HWY   CAMBRIDGE ST,NBI,MTA,42,21,22.93919945,71,7,50.1672,14,6,19900,152.7,23.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
677,B16046,4RF,-1,COMB  I 90 & MBTA/CSX,ST 28 NB/COLUMBUS,NBI,MTA,42,20,52.46879959,71,4,23.0232,14,4,111,58.2,25.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
678,B16353,4RG,-1,HWY   SERVICE RD,I  90,NBI,MTA,42,21,24,71,7,42,11,8,37041,10.4,15.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
679,B16354,4RH,-1,RR    CSX LEAD TRACK,I  90,NBI,MTA,42,21,24,71,7,42,11,8,131737,18,16.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
680,B16060,4RJ,-1,US 20 N BEACON ST,I  90 EB,NBI,MTA,42,21,27.80999947,71,9,18.6588,11,4,105465,37.8,17.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
681,B16060,4RK,-1,US 20 N BEACON ST,I  90 WB,NBI,MTA,42,21,28.47240067,71,9,19.5876,11,4,105465,37.8,17.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
682,B16061,4RL,-1,HWY   PARSONS ST,I  90 EB,NBI,MTA,42,21,27.4932003,71,9,29.5488,11,4,105465,19.2,17.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
683,B16061,4RM,-1,HWY   PARSONS ST,I  90 WB,NBI,MTA,42,21,28.17359924,71,9,29.9664,11,4,105465,19.2,17.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
684,B16078,4RN,-1,COMB  I 90 & AMTRAK/MBTA,HWY   HARRISON AVE,NBI,MTA,42,20,48.35039902,71,3,48.6288,16,4,8900,63.7,20.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
685,B16355,4RP,-1,COMB  I90 W ONRP A & CSX,I  90 WB RAMP ON E,NBI,MTA,42,21,30.93840027,71,7,20.6508,12,1,111,53,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
686,B16080,4RQ,-1,COMB  I 90 & MBTA/CSX,HWY   SHAWMUT AVE,NBI,MTA,42,20,50.03879929,71,3,58.5792,11,4,8900,42.7,19.2,4,TRUE,0,0,0,TRUE,Boston,MAPC
687,B16356,4RR,-1,COMB  I90 W ONRP A & CSX,I  90 EB RAMP ON F,NBI,MTA,42,21,31.63680077,71,7,20.0424,12,2,19900,44.8,11.9,5,TRUE,0,0,0,FALSE,Boston,MAPC
688,B16369,4RT,-1,I  90 WB & RAMPS F D L,I  90 EB RAMP OFF,NBI,MTA,42,21,27.9864006,71,7,20.0064,12,2,111,279.2,10.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
689,B16366,4RU,-1,COMB  I90 E RPS BD & CSX,HWY   CAMBRIDGE ST,NBI,MTA,42,21,36.29520035,71,7,15.9024,14,4,19900,102.4,23.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
690,B16357,4RV,-1,I  90,I  90 EB RAMP ON D,NBI,MTA,42,21,25.3871994,71,7,14.7108,12,2,19900,365.5,14.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
691,B16358,4RW,-1,RR    CSX,I  90 WB RAMP OFF,NBI,MTA,42,21,29.2140007,71,7,14.1528,12,3,111,234.4,14.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
692,B16359,4RX,-1,RR    CSX,I  90 EB,NBI,MTA,42,21,12,71,7,6,11,4,62904,757.1,16.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
693,B16359,4RY,-1,RR    CSX,I  90 WB,NBI,MTA,42,21,12,71,7,6,11,4,63725,757.7,16.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
694,B16055,4T0,-1,COMB  I 90 & MBTA/CSX,US 20 COMM AVE,NBI,MTA,42,21,2.167200089,71,6,43.9308,14,5,19900,115.8,22.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
695,B16216,4T1,-1,COMB  I 90 & MBTA/CSX,HWY   ST MARYS ST,NBI,MTA,42,20,56.23080063,71,6,25.65,17,2,3000,53.3,12.9,4,TRUE,0,0,0,TRUE,Boston,MAPC
696,B16054,4T2,-1,COMB  I 90 & MBTA/CSX,HWY   BEACON ST,NBI,MTA,42,20,52.02600098,71,6,3.924,14,6,19900,108.2,31.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
697,B16053,4T3,-1,COMB  I 90 & MBTA/CSX,HWY   BROOKLINE AV,NBI,MTA,42,20,51.55799866,71,5,54.7116,14,2,8900,60.7,19,7,TRUE,0,0,0,FALSE,Boston,MAPC
698,B16360,4T4,-1,WATER MUDDY RIVER,I  90,NBI,MTA,42,20,51.99359894,71,5,35.8872,11,4,101659,19.8,17.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
699,B16051,4T5,-1,COMB  I 90 & MBTA/CSX,HWY   MASS AVE,NBI,MTA,42,20,50.83800125,71,5,18.006,14,4,19900,49.4,29,4,TRUE,0,0,0,TRUE,Boston,MAPC
700,B16050,4T6,-1,COMB  I 90 & MBTA/CSX,HWY   BOYLSTON ST,NBI,MTA,42,20,50.50320053,71,5,14.5572,14,4,19900,137.2,25.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
701,B16049,4T7,-1,I  90 EB RAMP OFF B,ST  9 HUNTINGTN AV,NBI,MTA,42,20,50.79119873,71,4,46.776,14,8,19900,10.1,6.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
702,B16049,4T8,-1,COMB  I 90 & MBTA/CSX,ST  9 HUNTINGTN AV,NBI,MTA,42,20,52.41120148,71,4,44.9328,14,4,19900,93.6,37.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
703,B16049,4T9,-1,I  90 WB RAMP ON A,HWY   EXETER ST,NBI,MTA,42,20,53.62440109,71,4,45.786,16,2,8900,10.1,7.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
704,B16049,4TA,-1,RR    MBTA/CSX,I  90 EB RAMPS OFF,NBI,MTA,42,20,48,71,4,48,11,2,15793,62.2,12.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
705,B16048,4TB,-1,COMB  I 90 & MBTA/CSX,HWY   DARTMOUTH ST,NBI,MTA,42,20,52.28519821,71,4,36.336,16,4,8900,110.3,25.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
706,B16047,4TC,-1,COMB  I 90 & MBTA/CSX,ST 28 SB/CLARENDON,NBI,MTA,42,20,52.75680161,71,4,27.0804,16,4,8900,44.8,19,5,TRUE,0,0,0,FALSE,Boston,MAPC
707,B16045,4TD,-1,COMB  I 90 & MBTA/CSX,HWY   BERKELEY ST,NBI,MTA,42,20,51.56159973,71,4,18.462,11,4,19900,68.6,25.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
708,B16044,4TE,-1,COMB  I 90 & MBTA/CSX,HWY   ARLINGTON ST,NBI,MTA,42,20,51.67679977,71,4,9.8184,14,4,19900,52.4,19,5,TRUE,0,0,0,FALSE,Boston,MAPC
709,B16043,4TF,-1,COMB  I 90 & MBTA/CSX,HWY   TREMONT ST,NBI,MTA,42,20,51.30239868,71,4,7.9716,14,5,19900,52.1,25.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
710,B16079,4TG,-1,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,NBI,MTA,42,20,49.32600021,71,3,54.3888,14,4,8900,59.7,20.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
711,B16062,4TQ,-1,HWY   BROOKS ST,I  90 EB,NBI,MTA,42,21,27.06839943,71,9,44.1756,11,4,105465,16.5,17.5,5,TRUE,0,0,0,TRUE,Boston,MAPC
712,B16062,4TR,-1,HWY   BROOKS ST,I  90 WB,NBI,MTA,42,21,27.77400017,71,9,43.6608,11,4,105465,16.5,17.5,6,TRUE,0,0,0,TRUE,Boston,MAPC
713,B16059,4TT,-1,COMB  I 90 & MBTA/CSX,HWY   MARKET ST,NBI,MTA,42,21,29.44079971,71,8,54.0456,16,4,19900,57,22,7,TRUE,0,0,0,FALSE,Boston,MAPC
714,W29050,9YT,-1,OTHER MDC PIPE@NRMBGA RD,I  90 RMP D INT 14,NBI,MTA,0,0,0,0,0,0,11,2,0,10.85,11.58,6,TRUE,0,0,0,TRUE,Weston,MAPC
715,W29051,9YY,0.777777778,OTHER MDC AQUEDUCT,I  90 RAMPS A & B,NBI,MTA,42,20,31.54999924,71,15,37.8,11,8,47050,7.3,26.2,7,TRUE,0,0,0,FALSE,Weston,MAPC
716,M25007,4UA,0.851851852,TR    RED HIGH SPEED LN,HWY   ADAMS ST,NBI,MBT,42,16,13.25279999,71,4,6.3588,14,4,14100,17.4,43,8,TRUE,0,0,0,FALSE,Milton,MAPC
717,B16063,4V3,0.740740741,TR    GREEN LINE D,HWY   PARK DR,NBI,MBT,42,20,42.38880157,71,6,17.1,14,4,21000,27.7,31.7,7,TRUE,17,23,28,FALSE,Boston,MAPC
718,W13023,A7V,0.9368,ST  9 WORCESTER ST,I  95 SB/ST128 SB,NBI,MHD,42,19,1.549999952,71,14,4.2,11,4,86000,43.9,22.2,5,TRUE,0,0,0,FALSE,Wellesley,MAPC
719,B16017,4WU,-1,US  1 NB/BOS LOWR B11-32,US  1 SB/BS U11-32,NBI,MPA,42,22,29.93880081,71,3,26.5284,12,3,31600,627.9,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
720,B16017,4WV,0.740740741,HWY   C'TOWN LOCAL STS,US  1 NB/BOST LOWR,NBI,MPA,42,22,38.95679855,71,3,17.0316,12,3,35600,576.7,12.7,8,TRUE,0,0,0,FALSE,Boston,MAPC
721,B16017,4WW,-1,HWY   WATER ST/L MYSTIC,US  1 NB/L MYSTC L,NBI,MPA,42,22,48.57239914,71,3,7.56,12,3,35600,133.8,12.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
722,B16017,4WX,-1,US  1 NB/LIT MYSTIC LOWR,US  1 SB/L MYSTC U,NBI,MPA,42,22,48.57239914,71,3,7.56,12,3,31600,133.8,12.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
723,B16017,4WY,-1,HWY   CHELSEA LOCAL STS,US  1 NB/CHLSEA LW,NBI,MPA,42,23,15.93599987,71,2,42.7668,12,3,35600,862.3,12.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
724,B16017,4X0,-1,US  1 NB/CHELSEA LOWER,US  1 SB/CHLSEA UP,NBI,MPA,42,23,15.93599987,71,2,42.7668,12,3,31600,1020.8,12.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
725,B16017,4X1,-1,OTHER RELIEF,US  1 NB/TOLL LOWR,NBI,MPA,42,23,6.741600037,71,2,51.3816,12,3,35600,326.7,12.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
726,B16017,4X2,-1,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,NBI,MPA,42,23,6.223199844,71,2,51.8316,12,3,31600,326.7,12.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
727,B16017,4X3,-1,WATER MYSTIC RIVER,US  1 NB/B MYSTC L,NBI,MPA,42,23,1.842000008,71,2,55.6512,12,3,35600,464.5,12.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
728,B16017,4X4,-1,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,NBI,MPA,42,23,1.230000019,71,2,56.184,12,3,31600,464.5,12.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
729,M06021,AM0,0.9988,I 495 & RAMP B,I 495 OFF RAMP D,NBI,MHD,42,19,20,71,34,19,17,1,20000,220.1,7.8,8,TRUE,0,0,0,FALSE,Marlborough,MAPC
730,M06022,AM2,0.996,I 495 & RAMP D,I 495 RAMP E,NBI,MHD,42,19,14,71,34,16,17,1,20000,175.9,7.8,8,TRUE,0,0,0,FALSE,Marlborough,MAPC
731,M07002,AMB,1,WATER NORTH RIVER,ST  3 A/MAIN ST,NBI,MHD,42,9,41,70,44,32,14,2,17600,169,16.25,9,TRUE,0,0,0,FALSE,Marshfield,MAPC
732,B21048,ARD,0.715,ST 37 GRANITE ST,I  93 SB/US1SB,NBI,MHD,42,13,21.74160004,71,1,52.3668,11,5,202000,32.2,22,7,TRUE,0,0,0,FALSE,Braintree,MAPC
733,R05061,ATA,0.6693,WATER TOWN LINE BROOK,US  1 CUTLER HWY,NBI,MDC,42,26,18,71,0,30,12,4,54600,26.5,0,N,TRUE,0,0,0,FALSE,Revere,MAPC
734,B04011,AY9,1,ST 62 BURLINGTON RD,US  3 SB,NBI,MHD,42,30,7.059599876,71,14,37.2012,12,4,59900,40.25,24.51,7,TRUE,0,0,0,FALSE,Bedford,MAPC
735,B04011,AYA,1,ST 62 BURLINGTON RD,US  3 NB,NBI,MHD,42,30,7.059599876,71,14,37.2012,12,4,59900,40.25,25.06,8,TRUE,0,0,0,FALSE,Bedford,MAPC
736,B16620,630,0.888888889,OTHER RELIEF,I  93 RAMP N-S,DES,MHS,42,21,59.09999847,71,3,53.64,11,1,45981,58.5,12.6,7,TRUE,0,0,0,FALSE,Boston,MAPC
737,B16619,68U,-1,OTHER RELIEF,I  93 RAMP S-N,DES,MHS,42,21,58.13999939,71,3,55.5,11,1,0,62.2,10.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
738,B16691,68V,0.851851852,HWY   NASHUA ST,I  93 RAMP LC-N,DES,MHS,42,21,58.02000046,71,3,55.5,11,1,0,135.5,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
739,B16528,6EK,-1,OTHER VENT BLDG 1,HWY   HOV EB ITT,TNL,MHS,42,34,0,72,3,48,12,2,16500,1.8,0,N,TRUE,0,0,0,FALSE,Boston,MAPC
740,B16620,6JL,0.925925926,I  93 RAMP LC-S TUNNEL,I  93 RAMP N-S,DES,MHS,42,21,59.00999832,71,3,54.36,11,1,45981,29.6,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
741,B16691,6K2,0.851851852,I  93 RAMP S-N BOAT,I  93 RAMP LC-N,DES,MHS,42,21,59.06999969,71,4,0.52,1,1,41222,120.7,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
742,N03021,277,0.7123,OTHER REPLACED BY 8RG,OTHER REMOVED,REM,MHD,42,17,55.53239822,71,22,19.1064,14,93,63000,21,27.5,5,TRUE,0,0,0,FALSE,Natick,MAPC
743,M21019,6YE,-1,WATER CHARLES RIVER,I 495,BRI,MHD,0,0,0,0,0,0,12,0,0,3,0,,TRUE,0,0,0,FALSE,Milford,MAPC
744,B15008,70J,0.777777778,WATER GREAT BROOK,I 495 NB,BRI,MHD,42,27,18,71,34,42,11,4,75000,3.7,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
745,B15008,70K,0.777777778,WATER GREAT BROOK,I 495 SB,BRI,MHD,42,24,42,71,35,18,11,4,75000,3.7,24.4,N,TRUE,0,0,0,FALSE,Bolton,MAPC
746,B15007,78A,0.777777778,WATER GREAT BROOK,I 495 NB,CUL,MHD,42,24,42,71,35,18,1,4,73570,2.4,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
747,B15007,78B,0.777777778,WATER GREAT BROOK,I 495 SB,CUL,MHD,42,26,30,71,35,18,11,4,73570,2.4,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
748,B15005,79G,0.777777778,WATER MILL BROOK,I 495 SB,CUL,MHD,42,24,48,71,36,30,1,4,73490,1.8,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
749,B15006,79H,0.777777778,WATER MILL BROOK,I 495 NB,CUL,MHD,42,24,48,71,36,30,11,4,54300,1.8,0,N,TRUE,0,0,0,FALSE,Bolton,MAPC
750,B16625,7GL,-1,I  93 RAMPS S/C,I  93 NB,TNL,MHS,42,21,41.40999985,710,3,16.26,11,4,400,396.2,0,?,TRUE,0,0,0,FALSE,Boston,MAPC
751,B16617,7MH,-1,I  93 NB & RMP ST-S,I  93 RAMP CN-S,TNL,MHS,42,21,50.40999985,71,3,28.82,11,2,200,502.7,0,?,TRUE,0,0,0,FALSE,Boston,MAPC
752,B18003,7P1,0.777777778,WATER BEAVER BROOK,I 495 NB,BRI,MHD,42,29,18,71,32,12,11,3,73490,5.2,0,N,TRUE,0,0,0,FALSE,Boxborough,MAPC
753,B18003,7P2,0.777777778,WATER BEAVER BROOK,I 495 SB,BRI,MHD,42,29,18,71,32,12,11,3,73490,5.2,0,N,TRUE,0,0,0,FALSE,Boxborough,MAPC
754,L13009,7PK,-1,WATER BEAVER BROOK,ST  2 A/ST110/KING,BRI,MHD,42,32,0,71,29,18,14,2,9828,5.2,15.6,5,TRUE,0,0,0,FALSE,Littleton,MAPC
755,S31012,7QE,1,WATER HOP BROOK,HWY   DUTTON RD,BRI,MUN,0,0,0,0,0,0,17,2,1550,2.4,8.1,N,TRUE,0,0,0,FALSE,Sudbury,MAPC
756,M06013,7RA,0.777777778,WATER MILLHAM BROOK,I 495,CUL,MHD,42,21,30,71,35,6,1,4,73490,2.1,0,N,TRUE,0,0,0,FALSE,Marlborough,MAPC
