OBJECTID,All_Bridges_2009April_BIN,AllBridges_2009April_Boat,All_Bridges_2009April_Health_Index,All_Bridges_2009April_Item_6A,All_Bridges_2009April_Item_7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,All_Bridges_2009April_Item_26,AllBridges_2009April_Item__28A,All_Bridges_2009April_Item_29,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,All_Bridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,All_Bridges_2009April_Struct_Def,All_Bridges_2009April_Town_Name,AllBridges_2009April_RPA
599,4PA,NN,0.740740741,HWY   CENTRAL ST,I  90 WB,NBI,MTA,42,18,52.7544,71,24,57.0924,11,3,81223,20.4,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
600,4PB,NN,-1,HWY   EDGELL RD,I  90 EB,NBI,MTA,42,18,33.1956,71,26,13.3404,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
601,4PC,NN,-1,HWY   EDGELL RD,I  90 WB,NBI,MTA,42,18,33.7176,71,26,13.9812,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
602,4PD,NN,0.777777778,I  90,HWY   GROVE ST,NBI,MTA,42,18,23.1588,71,26,35.5164,17,2,3000,60,12.5,7,TRUE,0,0,0,FALSE,Framingham,MAPC
603,4PE,NN,0.740740741,I  90,ST 30 PLEASANT ST,NBI,MTA,42,18,13.9068,71,26,52.5912,16,2,7700,87.8,12.8,7,TRUE,0,0,0,FALSE,Framingham,MAPC
604,4PF,NN,-1,COMB  I 90 & CSX,HWY   TEMPLE ST,NBI,MTA,42,18,6.5052,71,27,17.2044,17,2,3000,106.4,12.5,7,TRUE,0,0,0,FALSE,Framingham,MAPC
605,4PG,NN,0.740740741,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,MTA,42,18,41.3172,71,23,10.4892,12,2,35000,12.2,18.3,6,TRUE,0,0,0,FALSE,Framingham,MAPC
606,4PH,NN,-1,WATER MDC RES 3,I  90 EB,NBI,MTA,42,18,1.9764,71,28,15.8556,11,2,81223,39.3,18.4,6,TRUE,0,0,0,FALSE,Framingham,MAPC
607,4PJ,NN,-1,WATER MDC RES 3,I  90 WB,NBI,MTA,42,18,2.7108,71,28,15.8988,11,3,81223,39.3,18.4,6,TRUE,0,0,0,FALSE,Framingham,MAPC
755,2FV,NN,0.777,ST 62 BURLINGTON RD,US  3 SB,REM,MHD,42,30,7.0596,71,14,37.2012,12,2,59900,16.8,13.4,N,TRUE,0,0,0,FALSE,Bedford,MAPC
756,2FW,NN,0.7464,ST 62 BURLINGTON RD,US  3 NB,REM,MHD,42,30,7.0596,71,14,37.2012,12,2,59900,16.8,13.4,N,TRUE,0,0,0,FALSE,Bedford,MAPC
757,2FX,NN,0.9423,WATER SHAWSHEEN RIVER,US  3 SB,REM,MHD,42,30,32.562,71,15,2.9556,12,2,59900,20.4,13.3,7,TRUE,0,0,0,FALSE,Bedford,MAPC
758,2FY,NN,0.9424,WATER SHAWSHEEN RIVER,US  3 NB,REM,MHD,42,30,32.5728,71,15,2.97,12,2,59000,20.4,13.3,6,TRUE,0,0,0,FALSE,Bedford,MAPC
759,2TP,YY,0.5275,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,MHD,42,32,20.6556,70,53,15.3708,14,2,26559,150.6,16.1,6,TRUE,0,0,0,FALSE,Beverly,MAPC
760,2TQ,YY,0.7767,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,MHD,42,32,20.7348,70,53,15.3816,14,2,26559,111.3,16.1,6,TRUE,0,0,0,FALSE,Beverly,MAPC
761,2UL,NN,1,OTHER REPLACED BY AF9,OTHER REMOVED,REM,MHD,42,32,6.0828,70,55,50.736,14,2,32000,11.9,14.6,7,TRUE,0,0,0,FALSE,Peabody,MAPC
762,34B,NN,0.9101,I  95 SB/ST128 SB,US  1 PROVDNCE HWY,REM,MHD,42,13,40.7784,71,10,56.1576,14,6,24500,27,23.8,5,TRUE,0,0,0,FALSE,Dedham,MAPC
763,34C,NN,0.5543,I  95 NB/ST128 NB,US  1 PROVDNCE HWY,REM,MHD,42,13,41.5056,71,10,55.848,14,6,82600,27.4,28.3,7,TRUE,0,0,0,FALSE,Dedham,MAPC
764,34D,NN,0.6693,ST135 HIGH ST,HWY   PROVDNCE HWY,REM,MHD,42,14,54.1212,71,10,18.7356,14,5,54400,26,23.8,5,TRUE,0,0,0,FALSE,Dedham,MAPC
765,34E,NN,0.5919,HWY   HARRIS ST,HWY   PROVDNCE HWY,REM,MHD,42,14,47.688,71,10,21.1728,14,5,58000,21.6,23.9,4,TRUE,17,20,27,FALSE,Dedham,MAPC
766,35E,NN,0,WATER NEPONSET RIVER,I  95 NB RAMP,REM,MHD,42,12,36,71,8,42,11,2,10,40.8,12.8,8,TRUE,0,0,0,FALSE,Canton,MAPC
767,35F,NN,0.5525,WATER NEPONSET RIVER,I  95 NB/US1/ST128,REM,MHD,42,12,35.892,71,8,41.8452,11,4,157000,42.7,17.5,4,TRUE,0,0,0,FALSE,Canton,MAPC
768,35G,NN,0.5458,WATER NEPONSET RIVER,I  95 SB/US1/ST128,REM,MHD,42,12,35.352,71,8,42.2124,11,3,166000,42.7,17.5,4,TRUE,0,0,0,FALSE,Canton,MAPC
769,35K,NN,0.9701,I  95 /US1/ST128,I  95 RAMP T,REM,MHD,42,12,31.2732,71,8,35.142,19,2,0,94.5,11.2,7,TRUE,0,0,0,FALSE,Canton,MAPC
770,35M,NN,0.7604,COMB  AMTRAK/MBTA & PRKG,I  95 NB/ST128 NB,REM,MHD,42,12,39.3012,71,8,49.0596,11,4,165000,66.4,18,4,TRUE,0,0,0,FALSE,Dedham,MAPC
771,35N,NN,0.7538,COMB  AMTRAK/MBTA & PRKG,I  95 SB/ST128 SB,REM,MHD,42,12,38.6892,71,8,49.3404,11,4,165000,66.4,18,4,TRUE,0,0,0,FALSE,Dedham,MAPC
772,35P,NN,0.8505,HWY   ACCESS RD,I  95 NB/ST128 NB,REM,MHD,42,12,44.0496,71,8,57.606,11,4,151000,40.2,18,6,TRUE,0,0,0,FALSE,Dedham,MAPC
773,35Q,NN,0.7019,HWY   ACCESS RD,I  95 SB/ST128 SB,REM,MHD,42,12,43.4736,71,8,57.9264,11,4,150000,40.2,17.9,0,TRUE,0,0,0,FALSE,Dedham,MAPC
774,35Y,NN,0.4923,RR    MBTA/CSX,I  95 NB/US1SB,REM,MHD,42,13,32.1852,71,10,39.0792,11,4,150000,41.1,18.1,4,TRUE,0,0,0,FALSE,Westwood,MAPC
775,360,NN,0.9619,RR    MBTA/CSX,I  95 SB/US1NB,REM,MHD,42,13,31.7784,71,10,39.972,11,3,155000,44.7,18,5,TRUE,0,0,0,FALSE,Westwood,MAPC
776,37J,NN,0.6555,OTHER SUL SQ OP SB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.2352,71,4,30.5688,12,2,7500,121.3,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
777,37L,NN,0.5104,OTHER SUL SQ OP NB/GRDNR,OTHER REMOVED 2004,REM,MUN,42,23,3.8472,71,4,30.2448,12,2,27772,242.9,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
778,37N,NN,0.374,OTHER SUL SQ OVP/RR&ST99,OTHER REMOVED 2004,REM,MUN,42,23,2.6808,71,4,28.2828,12,4,45000,266.7,20.1,4,TRUE,0,0,0,FALSE,Boston,MAPC
779,37Q,NN,0.7059,OTHER SUL SQ OVERP/ST99,OTHER REMOVED 2004,REM,MUN,42,22,59.898,71,4,25.6836,12,4,26600,141.1,21.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
780,38K,YY,0.3424,WATER FORT POINT CHANNEL,HWY   NORTHERN AVE,CLP,MUN,42,21,16.1568,71,3,0.2412,19,3,0,193.9,18.9,3,TRUE,0,0,0,FALSE,Boston,MAPC
781,38R,NN,0.4009,OTHER SUMMER ST/C ST,OTHER REMOVED,REM,MUN,42,20,49.614,71,2,39.3072,14,4,19900,20.4,30.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
782,39L,NN,0.6453,COMB  BLUE LINE & RELIEF,ST  1 A/RAMP NB,REM,MHD,42,22,26.886,71,1,50.5812,14,1,19900,18.6,9.1,0,TRUE,0,0,0,FALSE,Boston,MAPC
783,39N,NN,0.6967,OTHER RELIEF,ST  1 A/RAMP EB,REM,MHD,42,22,18,71,1,60,14,1,35000,177.7,9.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
784,39Q,NN,0.4337,ST  1 A/NB,ST  1 A/RAMP EB,REM,MHD,42,22,24,71,1,54,12,1,34000,229.5,8.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
785,39R,NN,0.7456,ST  1 A/NB & EB RAMP,ST  1 A/RAMP WB,REM,MHD,42,22,25.1508,71,1,51.744,14,1,39000,107,9.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
786,3A2,NN,0.6978,OTHER RELIEF,ST  1 A/SB,REM,MHD,42,22,30.648,71,1,48.5508,12,2,37392,146.3,13.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
787,3AD,NN,0,ST 60 WB/SQUIRE RD,US  1 RD NOT USED,CLO,MHD,42,25,0,71,0,60,12,3,10,59.1,16.5,7,TRUE,0,0,0,FALSE,Revere,MAPC
788,3AE,NN,0,HWY   TO ST60 WB/SQUIRE,US  1 RD NOT USED,CLO,MHD,42,25,0,71,0,60,12,2,10,65.5,16.5,6,TRUE,0,0,0,FALSE,Revere,MAPC
789,3AL,NN,0,ST 60 EB/SQUIRE RD,US  1 NE XWAY,CLO,MHD,42,25,44.7132,71,1,9.4908,12,2,66000,44.5,16.9,7,TRUE,0,0,0,FALSE,Revere,MAPC
790,3AR,NN,0.5845,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,MHD,42,21,48,71,3,42,11,2,30000,180.7,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
791,3AT,NN,0.5854,I  93 OFF RAMP,I  93 UPPR ON RAMP,CLO,MHD,42,21,48,71,3,42,11,2,66700,73.5,10.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
792,3AU,NN,0.586,I  93 NB OFF RAMP,I  93 SB UPR ON RP,CLO,MHD,42,21,48,71,3,42,11,2,26000,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
793,3AV,NN,0.5852,I  93 SB OFF RAMP,I  93 NB UPR ON RP,CLO,MHD,42,21,48,71,3,42,11,2,37839,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
794,3AW,NN,0.5574,COMB  PARKING & MBTA,I  93 SB OFF RP,CLO,MHD,42,21,48,71,3,36,11,2,26800,158.5,10.4,4,TRUE,0,0,0,FALSE,Boston,MAPC
795,3AX,NN,0.6139,COMB  PARKING & MBTA,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,42,11,1,27850,158.5,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
796,3AY,NN,0.6011,HWY   NASHUA ST & PARKNG,I  93 OFF RMP,CLO,MHD,42,21,58.2228,71,3,51.372,11,2,54650,61.6,16.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
797,3B0,NN,0.6243,HWY   NASHUA ST,I  93 OFF RMP,CLO,MHD,42,21,48,71,3,42,11,2,54650,36.9,10.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
798,3BF,NN,1,I  93 SB,I  93 STB UPPR LVL,CLO,MHD,42,22,48,71,4,12,11,1,10,49.7,17.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
799,3BG,NN,0.9801,RR    BMRR & MBTA,I  93 SB BT 61-63,CLO,MHD,42,22,46.6644,71,4,36.2928,11,1,10,49.7,8.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
800,3BX,NN,0,HWY   DEWEY SQ TUNNEL,I  93 NB DEAD RAMP,CLO,MHD,42,20,48,71,3,42,11,1,10,6.4,8.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
801,3C2,NN,0.9222,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,MHS,42,20,54,71,3,36,11,3,16500,6.4,7.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
802,3C3,NN,0.320000035,COMB  I 90 & AMTRAK/MBTA,I  93 ONRP NB @BDW,REM,MHD,42,20,49.0452,71,3,35.8308,11,2,45000,218.5,10.3,5,TRUE,0,0,0,FALSE,Boston,MAPC
803,3C5,NN,0.5169,HWY   CITY STREETS,I  93 SB OFF RAMP,DES,MHS,42,20,48,71,3,42,11,1,4700,9.1,8.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
804,3C8,NN,0.8233,HWY   DEWEY SQ TUNNEL,I  93 SB ON RAMP,DES,MHS,42,20,54,71,3,36,11,1,14040,14,7.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
805,3C9,NN,-1,OTHER I 93 SB OFR/RELIEF,OTHER REMOVED,REM,MHD,42,20,42,71,3,42,11,2,5008,67.1,9.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
806,3CA,NN,0.9948,HWY   MCNUTT BLV & RLIEF,I  93 SB BT18-23RP,CLO,MHD,42,22,18,71,3,60,11,1,10,149.7,8.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
807,3CC,NN,0.7401,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,MHS,42,20,54,71,3,36,11,1,10800,35.1,8.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
808,3CF,NN,0,HWY   CITY STS,I  93 NB OF RP@TUN,REM,MHD,42,21,39.5172,71,3,13.8888,11,2,24000,42.1,10.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
809,3CH,NN,0,HWY   CITY STS,I  93 NB ON RP@TUN,REM,MHD,42,21,45.7524,71,3,25.1748,11,2,26200,68.6,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
810,3CJ,NN,-1,OTHER I93 ON RMP/MBTA,OTHER REMOVED,REM,MHD,42,22,24,71,4,12,11,1,17800,99.1,8.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
811,3CK,NN,0,HWY   CITY STS,I  93 NB OFRMP@CSY,CLO,MHD,42,21,42,71,3,36,11,2,14500,80.2,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
812,3CL,NN,0.4846,COMB  CAUSEWAY ST & PKNG,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,36,11,2,27850,165.8,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
813,3CM,NN,0.4482,HWY   CITY ST & PARKING,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,36,11,2,27850,94.2,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
814,3CN,NN,0.6933,HWY   CITY STS & PARKING,I  93 SB OFRMP SD,REM,MHD,42,21,48,71,3,36,11,2,26800,64.6,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
815,3CP,NN,0.5056,OTHER PARKING,I  93 SB ON RAMP,CLO,MHD,42,21,48,71,3,36,11,2,26000,44.5,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
816,3CR,NN,0.6843,COMB  CITY STS & PARKING,I  93 SB RMP @ CSY,CLO,MHD,42,21,42,71,3,42,11,2,21000,110.9,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
817,3CT,NN,0.7277,HWY   CITY STS,I  93 SB OFRMP RF,CLO,MHD,42,21,30,71,3,24,11,2,31700,130.8,10.5,5,TRUE,0,0,0,FALSE,Boston,MAPC
818,3CU,NN,0.708500645,OTHER PARKING,I  93 SB ONRMP@TUN,CLO,MHD,42,21,30,71,3,24,11,1,28500,88.1,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
819,3CV,NN,0.9768,HWY   HIGH ST,I  93 SB HIGHST RP,DES,MHS,42,21,6,71,3,12,11,1,40000,156.1,7.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
820,3D0,NN,0.7305,HWY   RAMP RD,I  93 SB OFRMP@NS,CLO,MHD,42,21,30,71,3,42,11,2,6750,150.9,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
821,3D8,NN,0.4781,HWY   DEWEY SQ TUNNEL,I  93 NB,DES,MHS,42,21,6.8832,71,3,33.1524,11,3,102200,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
822,3DA,NN,0.5956,HWY   SURFACE RD,I  93 S ABUT-BT 60,CLO,MHD,42,21,9.576,71,3,29.0196,11,3,88000,165.8,13.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
823,3DB,NN,0.67269974,I  93 SB BT A3-9,I  93 NB BT A3-9,CLO,MHD,42,22,12.018,71,3,50.1912,11,3,128000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
824,3DF,NN,0.4013,OTHER I 93 BT22-9/E BRKL,OTHER REMOVED,REM,MHD,42,20,39.7428,71,3,42.4548,11,6,203730,64.1,27.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
825,3DG,NN,0.475,HWY   DEWEY SQ TUNNEL,I  93 SB,DES,MHS,42,21,7.4268,71,3,33.7356,11,3,93800,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
826,3DH,NN,0.5909,HWY   SURFACE RD,I  93 BENT 60-56,CLO,MHD,42,21,24.6672,71,3,5.9832,11,3,88000,83.8,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
827,3DJ,NN,0.6729,I  93 SB BT 9-13,I  93 NB BT 9-13,CLO,MHD,42,22,15.1824,71,3,54.7344,11,3,128000,117,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
828,3DK,NN,0.577100889,OTHER I93/I 90&AMTK/MBTA,OTHER REMOVED,REM,MHD,42,20,47.9148,71,3,39.1752,11,6,203730,202.1,27.4,4,TRUE,0,0,0,FALSE,Boston,MAPC
829,3DL,NN,0.595699918,HWY   CITY STS,I  93 BENT 48-56,CLO,MHD,42,21,30.474,71,3,8.2944,11,3,88000,188.7,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
830,3DM,NN,0.8081,I  93 SB BT 13-17,I  93 NB BT 13-17,CLO,MHD,42,22,18.4944,71,3,59.4144,11,4,127789,99.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
831,3DP,NN,0.5957,HWY   SURFACE RD,I  93 BENT 41-48,CLO,MHD,42,21,35.8632,71,3,10.8432,11,3,88000,158.2,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
832,3DQ,NN,0.6784,I  93 SB BT 17-24,I  93 NB BT 17-24,CLO,MHD,42,22,22.5444,71,4,7.086,11,3,70000,181.1,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
833,3DT,NN,0.5873,HWY   CITY STS,I  93 BENT 41-31,CLO,MHD,42,21,39.3408,71,3,14.0328,11,6,176780,223.1,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
834,3DV,NN,0.4619,HWY   CITY STS & PARKING,I  93 BENT 23-31,CLO,MHD,42,21,44.3124,71,3,23.2128,11,6,88000,226.8,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
835,3DX,NN,0.698,HWY   CITY STS,I  93 BENT 23-11,CLO,MHD,42,21,50.6376,71,3,31.4316,11,6,88000,360,27.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
836,3.00E+00,NN,0.7153,COMB  CAUSEWAY ST & PKNG,I  93 NB BNT 11-2,CLO,MHD,42,21,59.8464,71,3,39.8016,11,3,81200,237.7,15.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
837,3.00E+02,NN,0.4537,I  93 SB BENT A3-2,I  93 NB BNT A3-2,CLO,MHD,42,22,6.8484,71,3,45.036,11,3,85000,249.9,14,4,TRUE,0,0,0,FALSE,Boston,MAPC
838,3.00E+04,NN,0,HWY   WATER ST & CANA RP,I  93 SB BT A3-9,CLO,MHD,42,22,11.6256,71,3,50.9328,11,3,70000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
839,3.00E+05,NN,0.996,HWY   WATER ST & MCNUTT,I  93 SB BT 9-13,CLO,MHD,42,22,14.7072,71,3,55.422,11,3,70000,117,25.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
840,3.00E+06,NN,0.7155,COMB  CAUSEWAY ST & PKNG,I  93 SB  BENT 2-1,CLO,MHD,42,21,56.9664,71,3,38.3148,11,3,85000,240.5,14.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
841,3.00E+07,NN,0.979,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 13-17,CLO,MHD,42,22,17.9256,71,3,59.9472,11,3,128000,99.7,24.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
842,3.00E+08,NN,0.441,WATER CHARLES RIVER,I  93 SB BENT A3-2,CLO,MHD,42,22,6.8448,71,3,46.0476,11,3,85000,229.2,14,4,TRUE,0,0,0,FALSE,Boston,MAPC
843,3.00E+09,NN,0.9968,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 17-24,CLO,MHD,42,22,21.9684,71,4,7.6116,11,3,38000,181,22.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
844,801,NN,0.777777778,WATER SEAVERNS BROOK,I  95 /ST128,BRI,MHD,42,20,30,71,15,48,12,8,158150,3.7,0,N,TRUE,0,0,0,FALSE,Weston,MAPC
845,803,NN,0.777777778,WATER BROOK,I  93,BRI,MHD,42,32,18,71,9,48,11,8,131500,3,0,N,TRUE,0,0,0,FALSE,Wilmington,MAPC
846,80H,NN,0.777777778,WATER ABERJONA RIVER,I  95 /ST128,BRI,MHD,42,29,54,71,8,12,11,8,161200,5.5,0,N,TRUE,0,0,0,FALSE,Woburn,MAPC
847,80J,NN,0.777777778,WATER SWEET WATER BROOK,I  93 /ST128,BRI,MHD,42,31,6,71,8,2.39E-11,11,8,142000,4.6,0,N,TRUE,0,0,0,FALSE,Woburn,MAPC
848,80T,NN,0.777777778,WATER SAUGUS RIVER,I  95 /ST128,BRI,MHD,42,30,42,71,2,12,11,8,115000,4.6,0,N,TRUE,0,0,0,FALSE,Lynnfield,MAPC
849,80V,NN,0.777777778,WATER SAUGUS RIVER,I  95 /ST128&SE RP,BRI,MHD,42,31,0,71,5,30,16,2,15000,5.8,0,N,TRUE,0,0,0,FALSE,Lynnfield,MAPC
850,80W,NN,0.777777778,WATER SAUGUS RIVER TRIB,I  95 /ST128,BRI,MHD,42,30,18,71,6,12,12,8,115000,4.6,0,N,TRUE,0,0,0,FALSE,Wakefield,MAPC
851,818,NN,0.777777778,WATER ROSEMARY BROOK,I  95 /ST128,BRI,MHD,42,19,18,71,14,30,11,8,160310,3.7,0,N,TRUE,0,0,0,FALSE,Wellesley,MAPC
852,3CQ,NN,0,COMB  I93 SB OFF & PKING,I  93 NB ON RP,REM,MHD,42,21,48,71,3,36,11,2,37839,64.6,10.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
853,86U,NN,-1,OTHER W13020=N12054,OTHER 050497000101,DUM,MHD,0,0,0,0,0,0,,0,89900,0,22.9,?,TRUE,0,0,0,FALSE,Wellesley,MAPC
854,3BW,NN,0,OTHER 1 93 NB RP/RELIEF,OTHER REMOVED,REM,MHD,42,21,48,71,3,36,11,2,10,23.8,11,6,TRUE,0,0,0,FALSE,Boston,MAPC
653,4R0,NN,0.740740741,COMB  I 90 & CSX/MBTA,HWY   CHESTNUT ST,NBI,MTA,42,20,52.4652,71,13,31.6992,16,2,7700,47.5,15.9,7,TRUE,0,0,0,FALSE,Newton,MAPC
654,4R1,NN,-1,COMB  I 90 & CSX/MBTA,HWY   LOWELL AVE,NBI,MTA,42,21,1.4544,71,12,41.1084,17,2,3000,61,15.9,6,TRUE,0,0,0,FALSE,Newton,MAPC
655,4R2,NN,-1,COMB  I 90 & CSX/MBTA,HWY   WALNUT ST,NBI,MTA,42,21,3.6252,71,12,27.684,16,4,13600,44.8,15.2,6,TRUE,0,0,0,FALSE,Newton,MAPC
656,4R3,NN,-1,COMB  I 90 & CSX/MBTA,HWY   HARVARD ST,NBI,MTA,42,21,7.812,71,12,8.9316,19,2,700,54.6,12.9,4,TRUE,0,0,0,FALSE,Newton,MAPC
657,4R4,NN,0.740740741,COMB  I 90 & CSX/MBTA,HWY   LEWIS TER,NBI,MTA,42,21,12.996,71,11,50.514,17,2,3000,58.8,12.9,7,TRUE,0,0,0,FALSE,Newton,MAPC
658,4R5,NN,0.851851852,COMB  I 90 & CSX/MBTA,HWY   CHURCH ST,NBI,MTA,42,21,19.5192,71,11,26.3256,16,4,7700,55.5,22.6,9,TRUE,0,0,0,FALSE,Newton,MAPC
659,4R6,NN,0.740740741,COMB  I 90 & CSX/MBTA,HWY   CENTRE AVE,NBI,MTA,42,21,21.1572,71,11,18.7764,14,4,13600,51.2,24.4,7,TRUE,0,0,0,FALSE,Newton,MAPC
660,4R7,NN,-1,RR    CSX/MBTA,I  90 WB RAMP ON,NBI,MTA,42,21,24.462,71,11,7.4184,12,2,111,21.9,9.4,7,TRUE,0,0,0,FALSE,Newton,MAPC
661,4R8,NN,-1,COMB  I 90 & CSX/MBTA,HWY   WASHNGTON ST,NBI,MTA,42,21,23.7888,71,11,3.1308,14,3,13600,67.1,25.1,7,TRUE,0,0,0,FALSE,Newton,MAPC
662,4R9,NN,0.740740741,RR    CSX/MBTA,I  90 WB RAMP OFF,NBI,MTA,42,21,26.1108,71,10,58.7028,12,2,111,31.1,11.3,8,TRUE,0,0,0,FALSE,Newton,MAPC
663,4RA,NN,-1,COMB  I 90 & CSX/MBTA,HWY   ST JAMES ST,NBI,MTA,42,21,25.7508,71,10,53.5872,19,2,700,84.4,12.9,5,TRUE,0,0,0,FALSE,Newton,MAPC
664,4RB,NN,-1,RR    CSX/MBTA,I  90,NBI,MTA,42,21,27.5796,71,10,28.218,11,4,105465,58.8,16.5,5,TRUE,0,0,0,TRUE,Newton,MAPC
665,4RC,NN,-1,COMB  I 90 & CSX/MBTA,HWY   CARLTON ST,NBI,MTA,42,20,58.596,71,6,35.1396,14,4,700,61.6,19.9,6,TRUE,0,0,0,FALSE,Brookline,MAPC
666,4RD,NN,-1,COMB  I90&CSX/MBTA&LNCLN,HWY   EVERETT ST,NBI,MTA,42,21,26.1324,71,8,18.978,17,2,3300,131.7,13.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
667,4RE,NN,-1,COMB  I 90 & MBTA/CSX,HWY   CAMBRIDGE ST,NBI,MTA,42,21,22.9392,71,7,50.1672,14,6,19900,152.7,23.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
668,4RF,NN,-1,COMB  I 90 & MBTA/CSX,ST 28 NB/COLUMBUS,NBI,MTA,42,20,52.4688,71,4,23.0232,14,4,111,58.2,25.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
669,4RG,NN,-1,HWY   SERVICE RD,I  90,NBI,MTA,42,21,24,71,7,42,11,8,37041,10.4,15.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
670,4RH,NN,-1,RR    CSX LEAD TRACK,I  90,NBI,MTA,42,21,24,71,7,42,11,8,131737,18,16.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
671,4RJ,NN,-1,US 20 N BEACON ST,I  90 EB,NBI,MTA,42,21,27.81,71,9,18.6588,11,4,105465,37.8,17.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
