OBJECTID,BDEPT,BIN,AllBridges_2015April_FHWA_Record,AllBridges_2015April_Health_Index,Item___6A,Item___7,Item___8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item__16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item__26,AllBridges_2015April_Item__28A,AllBridges_2015April_Item__29,AllBridges_2015April_Item__30,AllBridges_2015April_Item__32,AllBridges_2015April_Item__34,AllBridges_2015April_Item__49,AllBridges_2015April_Item__52,AllBridges_2015April_Item__58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
479,I01003,2R7,True,0.6689,WATER LABOR-IN-VAIN CRK,HWY   LAB-IN-VA RD,NBI,MUN,42,40,55.1135,70,48,48.7044,19,2,1035,2014,5.5,0,49.7,6.2,7,False,0,0,0,False,Ipswich,MAPC
480,M20002,2RB,True,0.9638,WATER IPSWICH RIVER,HWY   PEABODY ST,NBI,MUN,42,36,59.1803,70,59,49.0164,8,2,1714,2014,5.8,10,18,11.1,6,False,0,0,0,False,Middleton,MAPC
481,M20007,2RC,True,1,WATER BOSTON BROOK,HWY   PEABODY ST,NBI,MUN,42,37,2.2656,71,0,12.2471,8,2,860,2013,5.2,4,8.2,12.7,N,False,0,0,0,False,Middleton,MAPC
482,P03013,2RJ,True,0.5904,WATER NORTH RIVER,HWY   HOWLEY ST,NBI,MUN,42,31,28.22,70,55,7.27,19,2,3900,2013,10.4,0,10.1,16,6,False,5,10,16,True,Peabody,MAPC
483,T06016,2RL,True,0.6811,WATER IPSWICH RIVER,HWY   SALEM RD,NBI,MUN,42,37,32.6424,70,56,59.1864,9,2,1800,2014,6.4,6,16.2,8.6,5,False,0,0,0,False,Topsfield,MAPC
484,T06001,2RM,True,0.8897,WATER IPSWICH RIVER,HWY   ROWLEY BRG R,NBI,MUN,42,37,37.2504,70,58,0.732,8,2,850,2013,7.3,0,24.7,9.4,7,False,0,0,0,False,Topsfield,MAPC
485,T06013,2RN,True,0.9368,WATER MILE BROOK,HWY   PERKINS ROW,NBI,MUN,42,38,42.5688,70,55,31.4831,19,2,1700,2014,5.8,0,9.1,8.8,N,False,0,0,0,False,Topsfield,MAPC
486,D03017,2T2,True,0.662,ST114 ANDOVER ST,US  1 NB/NEWBRY ST,NBI,DOT,42,33,38.7611,70,58,38.5752,14,2,32600,2014,11,4,24.4,14.8,5,True,0,0,0,False,Danvers,MAPC
487,D03017,2T3,True,0.4742,ST114 ANDOVER ST,US  1 SB/NEWBRY ST,NBI,DOT,42,33,39.1428,70,58,39.27,14,2,32600,2014,11,4,24.4,14.8,5,True,0,0,0,False,Danvers,MAPC
488,D03016,2T6,True,1,ST 62 MAPLE ST,US  1 NB/NEWBRY ST,NBI,DOT,42,35,2.2235,70,58,1.8264,14,2,31000,2014,9.8,21,29.9,15.4,7,True,0,0,0,False,Danvers,MAPC
489,D03016,2T7,True,1,ST 62 MAPLE ST,US  1 SB/NEWBRY ST,NBI,DOT,42,35,2.6519,70,58,2.5967,14,2,29900,2014,11.3,21,29.9,15.4,7,True,0,0,0,False,Danvers,MAPC
490,D03034,2T8,True,0.7632,I  95,US  1 NB/NEWBRY ST,NBI,DOT,42,35,32.62,70,57,41.92,14,2,72740,2015,11.3,39,101.8,12.8,6,True,0,0,0,False,Danvers,MAPC
491,D03035,2T9,True,0.7863,I  95,US  1 SB/NEWBRY ST,NBI,DOT,42,35,45.13,70,57,48.79,14,2,72740,2015,11.3,9,76.2,12.8,6,True,0,0,0,False,Danvers,MAPC
492,P03027,2TE,True,1,HWY   US 1 N RAMP C,HWY   DEARBON RD,NBI,DOT,42,31,35.8716,70,59,34.3176,19,2,3500,2013,8.5,30,17.1,13.2,7,False,0,0,0,False,Peabody,MAPC
493,P03001,2TF,True,1,HWY   LOWELL ST,US  1 NB/NEWBURY,NBI,DOT,42,32,53.754,70,58,59.3543,14,2,45700,2014,12.75,26,21.72,18.26,6,True,0,0,0,False,Peabody,MAPC
494,P03001,2TG,True,1,HWY   LOWELL ST,US  1 SB/NEWBURY,NBI,DOT,42,32,54.168,70,58,59.9051,14,2,43200,2014,12.75,26,21.72,18.26,6,True,0,0,0,False,Peabody,MAPC
495,T06003,2TH,True,0.856,WATER IPSWICH RIVER,US  1 NEWBRPRT TPK,NBI,DOT,42,37,31.15,70,56,51.85,6,2,17500,2014,9.1,0,11.6,10.7,N,False,0,0,0,True,Topsfield,MAPC
496,T06006,2TJ,True,0.8904,HWY   HOWLETT ST,US  1 BOSTON ST,NBI,DOT,42,38,33.7452,70,56,19.6728,14,2,16800,2012,9.8,25,6.7,10.5,5,True,0,0,0,False,Topsfield,MAPC
497,L19006,2TK,True,0.9901,I  95 /ST128,US  1 NEWBRPRT TPK,NBI,DOT,42,30,59.4576,71,0,5.652,14,8,100000,2014,23.5,32,81.7,41.5,4,True,0,0,0,True,Lynnfield,MAPC
498,S05001,2TL,True,0.6507,WATER SAUGUS RIVER,US  1 BROADWAY,NBI,DOT,42,28,57.2952,71,1,12.594,14,8,104600,2014,32.9,0,7.9,40.5,6,True,0,0,0,False,Saugus,MAPC
499,I01010,2TR,True,0.8285,WATER MILES RIVER,ST  1 A/COUNTY RD,NBI,DOT,42,39,29.6459,70,50,35.8835,14,2,14870,2014,12.2,55,16.8,16.6,5,True,0,0,0,False,Ipswich,MAPC
500,E11001,2TV,True,0.787,WATER ESSEX RIVER,ST133 MAIN ST,NBI,DOT,42,37,55.1028,70,46,42.852,16,2,9200,2013,9.8,0,22.3,13.7,4,False,0,0,0,True,Essex,MAPC
501,B11009,2TW,True,0.9978,ST 97 CABOT ST,ST128,NBI,DOT,42,34,27.7,70,53,42.9,12,5,56500,2013,13.4,11,18.9,26.3,N,True,0,0,0,False,Beverly,MAPC
502,B11010,2TX,True,0.9905,ST  1 A/DODGE ST,ST128,NBI,DOT,42,34,28.8552,70,53,32.0172,12,5,56500,2013,28,30,25.3,26.8,N,True,0,0,0,False,Beverly,MAPC
503,B11011,2TY,True,0.906,COMB  MBTA & TOZER RD,ST128,NBI,DOT,42,34,31.2096,70,53,6.1224,12,6,45860,2011,26.5,6,36.3,31.1,5,True,0,0,0,False,Beverly,MAPC
504,D03018,2U0,True,0.6982,WATER WATERS RIVER,ST128,NBI,DOT,42,32,49.73,70,56,11.73,12,4,73800,2013,19.5,0,18.9,29,4,True,0,0,0,True,Danvers,MAPC
505,D03019,2U1,True,0.4536,WATER CRANE RIVER,ST128,NBI,DOT,42,33,22.1724,70,55,52.5036,12,6,73800,2014,12.8,0,10.4,27.1,N,True,0,0,0,False,Danvers,MAPC
506,D03021,2U3,True,0.9803,ST 35 HIGH ST,ST128,NBI,DOT,42,33,29.1132,70,55,44.2956,12,4,73800,2013,19.5,7,23.5,26,N,True,0,0,0,False,Danvers,MAPC
507,D03022,2U4,True,0.7917,WATER PORTER RIVER,ST128,NBI,DOT,42,33,36.54,70,55,36.4872,12,4,81100,2014,21,0,8.5,28,6,True,0,0,0,False,Danvers,MAPC
508,D03025,2U5,True,0.9237,ST 62 ELLIOT ST,ST128,NBI,DOT,42,33,55.242,70,55,22.674,12,4,73800,2013,19.5,8,21.9,25.4,N,True,0,0,0,False,Danvers,MAPC
509,G05024,2U6,True,0.5362,ST133 ESSEX AVE,ST128,NBI,DOT,42,37,5.8979,70,43,17.3099,12,6,37500,2014,23.5,13,22.3,25.6,N,True,0,0,0,False,Gloucester,MAPC
510,G05021,2U7,True,0.8573,HWY   CONCORD ST,ST128,NBI,DOT,42,37,27.38,70,42,35.24,12,6,37200,2013,11.6,16,18.6,28,6,True,20,25,40,False,Gloucester,MAPC
511,G05017,2U8,True,0.9318,WATER ANNISQUAM RIVER,ST128,NBI,DOT,42,37,31.25,70,41,20.2,12,4,35100,2011,17.1,0,262.7,20.7,6,True,20,25,40,False,Gloucester,MAPC
512,G05022,2U9,True,0.7405,HWY   MARSH ST,ST128,NBI,DOT,42,37,22.37,70,40,51.85,12,4,59800,2013,11,16,14,26.9,6,True,0,0,0,True,Gloucester,MAPC
513,G05025,2UA,True,0.6623,HWY   MAPLEWOOD AVE,ST128,NBI,DOT,42,37,24.7692,70,40,10.2647,12,2,25100,2014,28,16,14.9,29.6,5,True,0,0,0,False,Gloucester,MAPC
514,G05023,2UB,True,1,RR    MBTA,ST128,NBI,DOT,42,37,28.7112,70,39,51.5807,12,4,23500,2013,21.9,14,10.7,29.7,8,True,0,0,0,False,Gloucester,MAPC
515,M02014,2UC,True,0.7471,HWY   PINE ST,ST128 NB,NBI,DOT,42,35,25.4147,70,47,35.9267,12,2,41300,2014,13.4,60,26.5,13.4,7,True,0,0,0,False,Manchester,MAPC
516,M02014,2UD,True,0.747,HWY   PINE ST,ST128 SB,NBI,DOT,42,35,25.7999,70,47,36.9672,12,2,41300,2014,13.4,24,26.5,13.4,7,True,0,0,0,False,Manchester,MAPC
517,P03015,2UE,True,0.9982,HWY   LOWELL ST,ST128,NBI,DOT,42,32,0.9996,70,57,2.5776,12,4,95900,2013,19.5,25,30.5,23.9,6,True,0,0,0,False,Peabody,MAPC
518,P03021,2UF,True,0.9658,HWY   ACCESS RD,ST128,NBI,DOT,42,32,14.36,70,56,35.56,12,6,98500,2013,26.8,0,30.8,29.9,6,True,0,0,0,False,Peabody,MAPC
519,P03050,2UG,True,0.6565,I  95 RAMP J,I  95 /ST128,NBI,DOT,42,31,32.772,70,58,19.7471,12,6,86900,2012,49.1,9,31.4,49.9,7,True,0,0,0,False,Peabody,MAPC
520,D03009,2UH,True,0.8386,WATER IPSWICH RIVER,ST114 ANDOVER ST,NBI,DOT,42,34,26.2344,70,59,36.546,14,2,51700,2011,13.4,13,11.6,14.9,5,True,0,0,0,False,Danvers,MAPC
521,M20010,2UK,True,0.9791,WATER EMERSON BROOK,ST114 N MAIN ST,NBI,DOT,42,36,11.4011,71,1,43.8384,14,2,33620,2014,13.4,30,14.9,16.5,7,True,0,0,0,False,Middleton,MAPC
522,P03016,2UM,True,0.8698,ST128,ST114 ANDOVER ST,NBI,DOT,42,32,23.8524,70,56,17.1527,14,4,40700,2012,19.8,0,26.2,20.2,5,True,0,0,0,False,Peabody,MAPC
523,S01001,2UN,True,0.190000075,WATER NORTH RIVER,ST114 NORTH ST,NBI,DOT,42,31,29.62,70,53,57.41,14,4,18400,2013,18.3,0,7.3,0,N,True,0,0,0,True,Salem,MAPC
524,D03031,2VE,True,0.7901,ST114 ANDOVER ST,I  95 SB,NBI,DOT,42,33,34.9,70,58,27.82,11,3,72740,2015,18.9,2,42.7,21,6,True,0,0,0,False,Danvers,MAPC
525,D03031,2VF,True,0.7901,ST114 ANDOVER ST,I  95 NB,NBI,DOT,42,33,34.28,70,58,25.95,11,3,72740,2015,18.9,2,42.7,21,6,True,0,0,0,False,Danvers,MAPC
526,D03033,2VG,True,0.78,ST 62 MAPLE ST,I  95 NB,NBI,DOT,42,34,54.7,70,57,49.21,11,4,74891,2015,18.9,5,38.4,21,5,True,0,0,0,True,Danvers,MAPC
527,D03033,2VH,True,0.7682,ST 62 MAPLE ST,I  95 SB,NBI,DOT,42,34,55.53,70,57,50.72,11,4,72740,2015,18.9,5,39,23.8,6,True,0,0,0,False,Danvers,MAPC
528,P03023,2VN,True,0.9952,I  95 /ST128,US  1 CONN RPS A&B,NBI,DOT,42,31,10.39,70,59,37.1,12,6,59400,2011,21.9,20,74.1,23.5,7,False,0,0,0,False,Peabody,MAPC
529,P03024,2VP,True,0.9753,I  95 RAMP F,I  95 RAMP G,NBI,DOT,42,31,14.65,70,59,41.3,12,2,22600,2011,8.1,34,19.8,9.2,7,False,0,0,0,False,Peabody,MAPC
530,P03025,2VQ,True,0.843,I  95 RAMP C,I  95 RAMP D,NBI,DOT,42,31,18.8543,70,59,39.6203,12,2,13600,2013,6.7,26,13.4,9.2,5,False,0,0,0,False,Peabody,MAPC
531,P03026,2VR,True,0.9741,US  1 NEWBURY ST,I  95 RAMPS A&B,NBI,DOT,42,31,25.39,70,59,46.56,12,6,36300,2015,17.5,46,79.9,21.5,4,False,0,0,0,True,Peabody,MAPC
532,P03044,2VT,True,0.5691,US  1 NB/NEWBURY ST,I  95 SB CONNECTOR,NBI,DOT,42,32,34.96,70,59,6.76,12,4,23500,2013,11.6,32,34.1,13,6,True,0,0,0,False,Peabody,MAPC
533,P03040,2VU,True,0.7299,HWY   LOWELL ST,I  95 NB,NBI,DOT,42,32,47.8,70,58,55,11,4,79700,2015,22.9,43,23.5,21.1,6,True,0,0,0,False,Peabody,MAPC
534,P03040,2VV,True,0.7493,HWY   LOWELL ST,I  95 SB,NBI,DOT,42,32,48.75,70,58,55.55,11,4,60000,2015,22.9,43,23.5,21.1,6,True,0,0,0,False,Peabody,MAPC
535,P03036,2VW,True,0.7422,RR    MBTA,I  95 NB,NBI,DOT,42,32,53.28,70,58,52,11,4,79700,2013,22.6,21,9.3,82.8,6,True,0,0,0,False,Peabody,MAPC
536,P03036,2VX,True,0.7402,RR    MBTA,I  95 SB,NBI,DOT,42,32,51.62,70,58,53.98,11,4,79700,2013,22.6,21,9.3,82.8,6,True,0,0,0,False,Peabody,MAPC
537,P03046,2VY,True,0.9595,I  95 RAMP FROM US 1 NB,I  95,NBI,DOT,42,32,31.8192,70,59,2.4252,11,6,79700,2012,40.2,52,66.4,41.1,7,True,0,0,0,False,Peabody,MAPC
538,P03047,2W0,True,0.8428,I  95 RAMP E,I  95 RAMP G,NBI,DOT,42,31,33.0672,70,58,42.2652,12,3,18000,2012,13.1,47,32.6,13.9,7,True,0,0,0,False,Peabody,MAPC
539,P03048,2W1,True,0.739,ST128,I  95 RAMP G,NBI,DOT,42,31,29.1503,70,58,37.0127,12,3,16300,2012,14,38,83.5,13.9,7,True,0,0,0,False,Peabody,MAPC
540,P03049,2W2,True,0.9924,I  95 RAMP J,I  95 RAMP G,NBI,DOT,42,31,26.4251,70,58,23.8007,12,3,18000,2012,12.8,59,53.9,13.9,7,True,0,0,0,False,Peabody,MAPC
541,L19008,2W3,True,0.9559,WATER SAUGUS RIVER,I  95 /ST128,NBI,DOT,42,30,46.14,71,2,13.98,16,6,110600,2013,42.7,20,11,41.5,N,True,0,0,0,False,Lynnfield,MAPC
542,L19004,2W4,True,0.9008,HWY   WALNUT ST,I  95 NB/ST128 NB,NBI,DOT,42,30,49.36,71,1,43.29,11,3,66700,2013,18.9,15,17.7,20.5,N,True,0,0,0,False,Lynnfield,MAPC
543,L19004,2W5,True,0.9131,HWY   WALNUT ST,I  95 SB/ST128 SB,NBI,DOT,42,30,49.992,71,1,43.62,16,4,66700,2013,18.9,15,17.7,20.5,N,True,0,0,0,False,Lynnfield,MAPC
544,L19007,2W6,True,0.9495,HWY   SUMMER ST,I  95 NB/ST128 NB,NBI,DOT,42,30,56.59,71,0,47.56,11,5,55400,2013,18.9,20,18.3,20.5,N,True,0,0,0,False,Lynnfield,MAPC
545,L19007,2W7,True,0.9449,HWY   SUMMER ST,I  95 SB/ST128 SB,NBI,DOT,42,30,57.17,71,0,47.99,11,5,55400,2013,18.9,20,18.3,20.5,N,True,0,0,0,False,Lynnfield,MAPC
546,T06004,2Y3,True,0.4112,WATER IPSWICH RIVER,ST 97 HIGH ST,NBI,DOT,42,37,25.3631,70,56,6.9395,7,2,17700,2014,9.1,0,14.6,9.8,N,False,15,21,32,False,Topsfield,MAPC
547,B11001,306,True,0.3765,WATER BASS RIVER,HWY   BRIDGE ST,NBI,DOT,42,32,58.7688,70,53,15.8532,16,2,16200,2014,9.4,0,82,16.5,5,False,8,12,19,True,Beverly,MAPC
548,B11005,307,True,0.4858,WATER DANVERS RIVER,HWY   KERNWOOD AVE,NBI,DOT,42,32,35.0159,70,53,54.006,16,2,7700,2014,9.1,0,56.7,11.9,4,False,11,16,22,True,Beverly,MAPC
549,B11005,308,True,0.89,WATER DANVERS RIVER,HWY   KERNWOOD AVE,NBI,DOT,42,32,34.9368,70,53,54.0527,16,2,7700,2014,9.1,0,230.1,12,6,False,11,16,22,True,Beverly,MAPC
550,B11013,309,True,0.5348,ST128,ST 22 ESSEX ST,NBI,DOT,42,34,24.0564,70,51,21.2075,16,3,17100,2013,12.2,24,58.5,15.6,6,False,0,0,0,False,Beverly,MAPC
551,B11014,30A,True,0.8094,ST128,HWY   STANDLEY ST,NBI,DOT,42,34,22.5228,70,50,48.0407,17,2,2460,2013,9.1,4,57.9,12.3,N,False,0,0,0,False,Beverly,MAPC
552,D03028,30J,True,0.8686,ST128,HWY   ENDICOTT ST,NBI,DOT,42,32,56.42,70,56,11.6,16,4,16700,2013,16.5,13,31.7,16.8,7,False,0,0,0,False,Danvers,MAPC
553,D03032,30K,True,0.8875,I  95,HWY   CENTRE ST,NBI,DOT,42,34,5.87,70,58,14.78,16,2,9050,2013,16.2,20,85.3,17.5,6,False,0,0,0,False,Danvers,MAPC
554,G05002,30L,True,0.5306,WATER BLYNMAN CANAL,ST127 WESTERN AVE,NBI,DOT,42,36,35.5104,70,40,24.0239,16,2,14700,2010,10.1,45,27.4,14,6,False,0,0,0,True,Gloucester,MAPC
555,G05005,30M,True,0.5001,WATER HODGKINS COVE,ST127 WASHNGTON ST,NBI,DOT,42,40,6,70,39,59.5,16,2,13600,2014,10.1,3,8.8,14.6,6,False,0,0,0,True,Gloucester,MAPC
556,G05004,30N,True,0.848,WATER GOOSE COVE,ST127 WASHNGTON ST,NBI,DOT,42,39,1.1339,70,40,21.4859,16,2,13600,2014,9.1,0,9.1,12,6,False,0,0,0,False,Gloucester,MAPC
557,R09001,30P,True,1,RR    RGCO RR (ABAND),ST127 GRANITE ST,NBI,DOT,42,40,0.552,70,37,30.9611,16,2,9800,2014,9.1,0,16.5,9.3,N,False,0,0,0,False,Rockport,MAPC
558,G05020,30Q,True,0.9554,ST128,HWY   CRAFTS RD,NBI,DOT,42,37,32.1383,70,41,44.0015,19,2,1700,2014,7.3,30,26.5,9.8,6,False,0,0,0,False,Gloucester,MAPC
559,L18019,31A,True,0.994,WATER GLENMERE LAKE,ST107 WESTERN AVE,NBI,DOT,42,29,9.8556,70,56,25.2636,14,2,29400,2014,12.2,0,158.8,15.2,7,True,0,0,0,False,Lynn,MAPC
560,L19014,31B,True,0.9555,US  1 NEWBURYPORT TNPK,ST129 SALEM ST,NBI,DOT,42,30,51.4476,71,0,12.6251,16,2,38700,2012,13.4,43,22.3,48.7,5,False,0,0,0,False,Lynnfield,MAPC
561,S05016,31C,True,0.7479,US  1 BROADWAY,ST129 WALNUT ST,NBI,DOT,42,29,20.2451,71,1,1.7724,14,2,24200,2013,12.2,23,50.7,15.9,6,True,0,0,0,False,Saugus,MAPC
562,M02015,31D,True,0.8008,ST128,HWY   SCHOOL ST,NBI,DOT,42,35,24.4608,70,45,54.9432,16,2,7700,2012,12.2,7,19.5,14.9,6,False,0,0,0,False,Manchester,MAPC
563,M20003,31L,True,0.857,WATER IPSWICH RIVER,ST 62 MAPLE ST,NBI,DOT,42,35,44.5668,70,59,47.1048,16,2,20500,2014,11.3,15,8.8,11.6,6,False,14,23,36,True,Middleton,MAPC
564,S01005,31M,True,0.6363,WATER FOREST RIVER,ST114 LAFAYETTE ST,NBI,DOT,42,29,48.6239,70,53,11.3819,14,2,18400,2013,19.5,17,15.8,19.7,6,True,0,0,0,False,Salem,MAPC
565,W16003,31Q,True,0.9752,ST128,HWY   GRAPEVINE RD,NBI,DOT,42,35,3.5339,70,49,14.9951,16,4,7112,2014,12.2,0,38.1,15.9,5,False,0,0,0,False,Wenham,MAPC
566,P03037,31T,True,0.7511,I  95,HWY   FOREST ST,NBI,DOT,42,31,57.45,70,58,54.5,19,2,3400,2013,12.2,30,89,15,6,False,0,0,0,False,Peabody,MAPC
567,P03045,31U,True,0.945,ST128,HWY   FOREST ST,NBI,DOT,42,31,37.1207,70,57,24.1956,19,6,16900,2012,25,0,69.8,27.7,6,False,0,0,0,False,Peabody,MAPC
568,S05031,31V,True,0.5269,US  1 BROADWAY,HWY   LYNN FLLS RP,NBI,DOT,42,28,49.4004,71,1,16.9716,14,2,8600,2010,15.2,9,48.5,18.1,6,False,0,0,0,False,Saugus,MAPC
569,B11012,31X,True,0.9859,ST128,HWY   BRIMBAL AVE,NBI,DOT,42,34,30.6696,70,52,44.8571,16,2,14400,2014,9.1,40,41.5,14.4,6,False,0,0,0,False,Beverly,MAPC
570,S05015,31Y,True,0.9471,US  1 BROADWAY,HWY   MAIN ST,NBI,DOT,42,27,53.6327,71,1,30.1692,14,2,15400,2012,12.2,10,30.5,16.1,6,True,0,0,0,False,Saugus,MAPC
571,S05017,320,True,0.9941,US  1 BROADWAY,HWY   ESSEX ST,NBI,DOT,42,27,26.3591,71,1,25.9932,16,2,13700,2014,12.2,17,41.8,16.5,6,False,0,0,0,False,Saugus,MAPC
572,B11002,324,True,0.8333,RR    MBTA,HWY   SCHOOL ST,634,DOT,42,32,36.35,70,53,11.85,17,2,3200,2014,10.4,0,19.5,12.2,5,False,12,20,32,True,Beverly,MAPC
573,D03003,325,True,1,RR    MBTA/BMRR,HWY   ENDICOTT ST,634,DOT,42,33,0.47,70,55,36.45,16,2,11000,2013,12.2,15,9.1,16.5,7,False,0,0,0,False,Danvers,MAPC
574,G05015,326,True,0.9574,RR    MBTA,HWY   CENTNNIAL AV,634,DOT,42,37,4.08,70,40,21.6947,17,2,3750,2014,12.2,0,13.4,9.3,6,False,0,0,0,False,Gloucester,MAPC
575,G05016,327,True,0.5813,RR    MBTA,HWY   GLOUCESTR AV,634,DOT,42,37,26.7095,70,39,51.5987,19,2,1900,2013,6.4,0,10.7,7.4,N,False,0,0,0,False,Gloucester,MAPC
576,I01008,32A,True,0.971,RR    MBTA,HWY   WALDNGFLD RD,634,DOT,42,39,24.43,70,51,1.75,19,2,1600,2011,6.7,15,9.8,7.3,7,False,6,12,18,False,Ipswich,MAPC
577,M02006,32G,True,0.9845,RR    MBTA,HWY   HARBOR ST,634,DOT,42,33,59.1479,70,47,0.2435,19,2,775,2014,11.3,15,12.2,10.6,6,False,14,18,23,False,Manchester,MAPC
578,S01009,32Q,True,1,COMB  US 1A BYPASS & MBT,HWY   MARCH ST,634,DOT,42,31,59.3,70,53,24.5,19,2,600,2013,7.9,0,28.7,10.5,7,False,0,0,0,False,Salem,MAPC
579,S01017,32R,True,0.6706,RR    MBTA (STORAGE TUN),ST107 BRIDGE ST,634,DOT,42,31,25.9824,70,53,45.5855,14,2,17500,2011,11.9,30,57.9,93,N,True,0,0,0,False,Salem,MAPC
580,S01018,32T,True,0.4408,COMB  ST107/BRG ST&MBTA,ST114 NORTH ST,634,DOT,42,31,29.406,70,53,57.4512,14,4,3400,2014,22.9,14,42.1,22.1,5,True,20,25,36,True,Salem,MAPC
581,S01019,32U,True,0.7,RR    MBTA (TUNNEL),ST114 /WASHINGTON,634,DOT,42,31,26.076,70,53,45.4992,14,2,27500,2011,12.8,0,11,304.8,N,True,0,0,0,False,Salem,MAPC
582,S34002,32Y,True,0.93,RR    MBTA/BMRR,HWY   ESSEX ST,634,DOT,42,28,46.83,70,54,57.8051,16,2,18000,2014,10.4,45,12.8,15.2,5,False,0,0,0,False,Swampscott,MAPC
583,L18009,333,True,0.8452,RR    MBTA/BMRR,HWY   GREEN ST,634,DOT,42,27,57.9528,70,56,19.4136,19,2,2570,2014,10.4,12,19.8,16.1,7,False,0,0,0,False,Lynn,MAPC
584,L18010,334,True,0.8437,RR    MBTA/BMRR,HWY   CHESTNUT ST,634,DOT,42,28,3.0396,70,56,8.4264,14,2,5000,2014,10.4,4,19.5,16.1,7,True,0,0,0,False,Lynn,MAPC
585,L18011,335,True,0.8447,RR    MBTA/BMRR,HWY   FAYETTE ST,634,DOT,42,28,5.1311,70,56,3.8688,17,2,2571,2014,10.4,6,19.8,16.1,7,False,0,0,0,False,Lynn,MAPC
586,B21022,337,True,0.9848,WATER FARM RIVER,HWY   POND ST,NBI,MUN,42,11,55.3632,71,1,27.6888,16,2,12300,2013,12.2,0,9.4,21,N,False,0,0,0,False,Braintree,MAPC
587,B21013,338,True,0.9852,WATER MONATIQUOT RIVER,HWY   PEARL ST,NBI,MUN,42,12,12.4883,70,59,49.9991,16,2,14600,2014,11.6,0,10.2,14.6,6,False,0,0,0,False,Braintree,MAPC
588,B21006,339,True,0.9296,WATER MONATIQUOT RIVER,HWY   ADAMS ST,NBI,MUN,42,13,28.5096,70,59,35.1023,17,2,8800,2012,11,33,14,15.2,5,False,0,0,0,False,Braintree,MAPC
589,B21005,33A,True,1,WATER MONATIQUOT RIVER,HWY   ADAMS ST,NBI,MUN,42,13,28.9344,70,59,43.0764,17,2,6300,2014,9.8,24,10.6,12.2,7,False,0,0,0,False,Braintree,MAPC
590,B21002,33B,True,0.551,WATER MONATIQUOT RIVER,HWY   SHAW ST,NBI,MUN,42,13,20.2691,70,58,25.3668,17,2,5700,2014,12.2,0,17.4,15.2,5,False,0,0,0,False,Braintree,MAPC
591,B21031,33C,True,0.9689,WATER MONATIQUOT RIVER,HWY   MIDDLE ST,NBI,MUN,42,13,25.5324,70,59,47.2344,17,2,16800,2012,9.8,0,15.8,11.6,N,False,0,0,0,False,Braintree,MAPC
592,B21067,33D,True,0.8243,WATER MONATIQUOT RIVER,HWY   JW MAHER HWY,NBI,MUN,42,12,11.448,70,59,53.3795,17,4,23500,2013,15.8,17,15.5,21,5,False,0,0,0,False,Braintree,MAPC
593,C02014,33F,True,0.8139,WATER E BR NEPONSET RIV,HWY   NEPONSET ST,NBI,MUN,42,9,31.3128,71,9,16.7184,14,2,28300,2014,10.4,99,6.1,18.3,N,True,0,0,0,False,Canton,MAPC
594,C02015,33G,True,0.8511,WATER E BR NEPONSET RIV,HWY   WASHNGTON ST,NBI,MUN,42,9,16.1964,71,8,44.2788,14,2,24300,2014,16.5,0,10.4,21.3,7,True,0,0,0,False,Canton,MAPC
595,D05010,33J,True,0.9675,WATER MOTHER BROOK,HWY   BUSSEY ST,NBI,MUN,42,15,2.6279,71,9,20.1276,7,2,15500,2014,11,23,14.3,15.8,5,False,0,0,0,False,Dedham,MAPC
596,D05003,33K,True,0.436,WATER GREAT DITCH,HWY   NEEDHAM ST,NBI,MUN,42,16,15.672,71,11,27.2796,16,2,19000,2014,6.7,20,18.9,8.3,5,False,12,16,23,True,Dedham,MAPC
597,D10003,33N,True,0.7132,WATER CHARLES RIVER,HWY   CENTRE ST,NBI,MUN,42,15,32.5439,71,16,17.1768,16,2,8800,2014,6.7,0,20.7,6.6,N,False,0,0,0,False,Dover,MAPC
598,N04001,33P,True,0.7741,WATER CHARLES RIVER,HWY   CENTRAL AVE,NBI,MUN,42,18,44.6399,71,13,37.506,16,2,18300,2014,9.8,0,23.5,14.1,N,False,15,25,40,True,Needham,MAPC
599,N04003,33Q,True,0.9885,WATER CHARLES RIVER,HWY   KENDRICK ST,NBI,MUN,42,17,49.7904,71,12,28.3896,16,2,22241,2014,12.2,30,49.4,15,7,False,0,0,0,False,Needham,MAPC
600,B21054,33R,True,0.9849,WATER MONATIQUOT RIVER,HWY   JEFFERSON ST,NBI,MUN,42,11,51.0432,71,0,29.4443,19,2,2200,2013,9.4,5,8.5,13,7,False,0,0,0,False,Braintree,MAPC
601,B21009,33T,True,1,WATER MONATIQUOT RIVER,HWY   RIVER ST,NBI,MUN,42,13,12.2951,70,59,56.4684,19,2,1700,2013,6.7,20,9.8,10.1,7,False,0,0,0,False,Braintree,MAPC
